my_publication,cited_by_title,cited_by_author,cited_by_institution,cited_by_country
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emissions and Atmospheric Chemistry of Furanoids from Biomass Burning: Insights from Laboratory to Atmospheric Observations,Alexandre Tomas,Centre de recherche Inria Lille - Nord Europe,FR
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emissions and Atmospheric Chemistry of Furanoids from Biomass Burning: Insights from Laboratory to Atmospheric Observations,Alexandre Tomas,Institut Mines-Télécom,FR
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emissions and Atmospheric Chemistry of Furanoids from Biomass Burning: Insights from Laboratory to Atmospheric Observations,Alexandre Tomas,Université de Lille,FR
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emissions and Atmospheric Chemistry of Furanoids from Biomass Burning: Insights from Laboratory to Atmospheric Observations,Nicolas Houzel,Laboratoire de Physico-Chimie de l'Atmosphère,FR
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emissions and Atmospheric Chemistry of Furanoids from Biomass Burning: Insights from Laboratory to Atmospheric Observations,Cécile Cœur,Laboratoire de Physico-Chimie de l'Atmosphère,FR
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emissions and Atmospheric Chemistry of Furanoids from Biomass Burning: Insights from Laboratory to Atmospheric Observations,Steven S. Brown,National Oceanic and Atmospheric Administration,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,Emissions and Atmospheric Chemistry of Furanoids from Biomass Burning: Insights from Laboratory to Atmospheric Observations,Steven S. Brown,NOAA Chemical Sciences Laboratory,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,"Key results from the salt lake regional smoke, ozone, and aerosol study (SAMOZA)",Daniel A. Jaffe,University of Washington,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,"Key results from the salt lake regional smoke, ozone, and aerosol study (SAMOZA)",Daniel A. Jaffe,University of Washington Bothell,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,"Key results from the salt lake regional smoke, ozone, and aerosol study (SAMOZA)",Matthew Ninneman,University of Washington Bothell,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,"Key results from the salt lake regional smoke, ozone, and aerosol study (SAMOZA)",Linh Nhat Nguyen,University of Washington Bothell,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,"Key results from the salt lake regional smoke, ozone, and aerosol study (SAMOZA)",Haebum Lee,University of Washington Bothell,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,"Key results from the salt lake regional smoke, ozone, and aerosol study (SAMOZA)",Lu Hu,University of Montana,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,"Key results from the salt lake regional smoke, ozone, and aerosol study (SAMOZA)",Damien Ketcherside,University of Montana,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,"Key results from the salt lake regional smoke, ozone, and aerosol study (SAMOZA)",Lixu Jin,University of Montana,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,"Key results from the salt lake regional smoke, ozone, and aerosol study (SAMOZA)",Emily M. Cope,University of Montana,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,"Key results from the salt lake regional smoke, ozone, and aerosol study (SAMOZA)",Seth N. Lyman,Utah State University,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,"Key results from the salt lake regional smoke, ozone, and aerosol study (SAMOZA)",Seth N. Lyman,Binghamton University,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,"Key results from the salt lake regional smoke, ozone, and aerosol study (SAMOZA)",Colleen Jones,Utah State University,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,"Key results from the salt lake regional smoke, ozone, and aerosol study (SAMOZA)",Colleen Jones,Binghamton University,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,"Key results from the salt lake regional smoke, ozone, and aerosol study (SAMOZA)",Trevor O’Neil,Utah State University,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,"Key results from the salt lake regional smoke, ozone, and aerosol study (SAMOZA)",Trevor O’Neil,Binghamton University,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,"Key results from the salt lake regional smoke, ozone, and aerosol study (SAMOZA)",Marc L. Mansfield,Utah State University,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,"Key results from the salt lake regional smoke, ozone, and aerosol study (SAMOZA)",Marc L. Mansfield,Binghamton University,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,"Investigation of Ozone Formation Chemistry during the Salt Lake Regional Smoke, Ozone, and Aerosol Study (SAMOZA)",Matthew Ninneman,University of Washington Bothell,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,"Investigation of Ozone Formation Chemistry during the Salt Lake Regional Smoke, Ozone, and Aerosol Study (SAMOZA)",Seth N. Lyman,Utah State University,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,"Investigation of Ozone Formation Chemistry during the Salt Lake Regional Smoke, Ozone, and Aerosol Study (SAMOZA)",Lu Hu,University of Montana,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,"Investigation of Ozone Formation Chemistry during the Salt Lake Regional Smoke, Ozone, and Aerosol Study (SAMOZA)",Emily M. Cope,University of Montana,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,"Investigation of Ozone Formation Chemistry during the Salt Lake Regional Smoke, Ozone, and Aerosol Study (SAMOZA)",Damien Ketcherside,University of Montana,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,"Investigation of Ozone Formation Chemistry during the Salt Lake Regional Smoke, Ozone, and Aerosol Study (SAMOZA)",Daniel A. Jaffe,University of Washington,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,"Investigation of Ozone Formation Chemistry during the Salt Lake Regional Smoke, Ozone, and Aerosol Study (SAMOZA)",Daniel A. Jaffe,University of Washington Bothell,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,"Sources of Atmospheric Volatile Organic Compounds During the Salt Lake Regional Smoke, Ozone and Aerosol Study (SAMOZA) 2022",Emily M. Cope,University of Montana,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,"Sources of Atmospheric Volatile Organic Compounds During the Salt Lake Regional Smoke, Ozone and Aerosol Study (SAMOZA) 2022",Damien Ketcherside,University of Montana,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,"Sources of Atmospheric Volatile Organic Compounds During the Salt Lake Regional Smoke, Ozone and Aerosol Study (SAMOZA) 2022",Lixu Jin,University of Montana,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,"Sources of Atmospheric Volatile Organic Compounds During the Salt Lake Regional Smoke, Ozone and Aerosol Study (SAMOZA) 2022",Lu Tan,University of Montana,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,"Sources of Atmospheric Volatile Organic Compounds During the Salt Lake Regional Smoke, Ozone and Aerosol Study (SAMOZA) 2022",Marc L. Mansfield,Binghamton University,US
Atmospheric OH reactivity in the western United States determined from comprehensive gas-phase measurements during WE-CAN,"Sources of Atmospheric Volatile Organic Compounds During the Salt Lake Regional Smoke, Ozone and Aerosol Study (SAMOZA) 2022",Marc L. Mansfield,Utah State University,US
